MERCHANT NAME,MERCHANT ID,STORE NAME,STORE ID,LEGAL ENTITY,ADDRESS
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza Ayala South Park,f84a95c2-94f0-49e6-bb81-3e8061764ea9,MARYDAE HANNAH MAYARI RAMOS,"LGF, AYALA SOUTHPARK	MUNTINLUPA"
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza Unimart Greenhills,28401a6f-08ce-48cc-9c77-a28917a78ee4,MARYDAE HANNAH MAYARI RAMOS,"LGF, UNIMART GREENHILLS        SAN JUAN"
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza Xentro Mall Antipolo,8a28a3f5-ff6a-45ea-bd18-373a5929c0c2,MARYDAE HANNAH MAYARI RAMOS,"LGF, XENTRO MALL	ANTIPOLO"
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza Shangrila Plaza Mall Level 6,2005d891-8858-495a-8e75-a1abb25dd4e3,MARYDAE HANNAH MAYARI RAMOS,"LEVEL 6, SHANGRI PLAZA MALL	MANDALUYONG"
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza San Lorenzo Place Mall,a24a9af6-e1a2-40a8-8aa5-4560711365d5,MARYDAE HANNAH MAYARI RAMOS,"2ND LEVEL, SAN LORENZO PLACE	MAKATI"
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza Venice Grand Canal Mall,7ddcd3f2-6fd2-4d08-8d89-dbcaf1e99349,MARYDAE HANNAH MAYARI RAMOS,NO IN OSC
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza Robinsons Las Piñas,f86355fb-3143-44b0-b0f0-8c39ce687e1c,MARYDAE HANNAH MAYARI RAMOS,NO IN OSC
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza Robinsons Starmills,4735b3e0-bfa5-41fd-a212-3035aec0a0b0,MARYDAE HANNAH MAYARI RAMOS,NO IN OSC
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza Ayala Malls the 30th,f0a3c2a6-07cf-41e2-b0a1-435de166c824,MARYDAE HANNAH MAYARI RAMOS,NO IN OSC
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza Robinsons Imus,d7c499fb-9626-475f-9cb5-9a9fff0f2513,MARYDAE HANNAH MAYARI RAMOS,NO IN OSC
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza Vista Mall Taguig,1462da79-7882-4862-93c1-a238c3db3699,MARYDAE HANNAH MAYARI RAMOS,NO IN OSC
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza Robinsons Dasmariñas,cc3a6f4e-9516-4c0b-a071-e18bebdab84e,MARYDAE HANNAH MAYARI RAMOS,NO IN OSC
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza SM Bataan,da3b7173-6cf6-4a6c-9d77-c4b169191168,MARYDAE HANNAH MAYARI RAMOS,NO IN OSC
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza Harbor Point,272df7c5-1723-422d-92af-ddd7ed7ea927,MARYDAE HANNAH MAYARI RAMOS,NO IN OSC
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza Somo A Vista Mall,f94a5c03-9861-47c7-a13b-65d40a87ef40,MARYDAE HANNAH MAYARI RAMOS,NO IN OSC
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza Festival Mall,0f2c3c40-ca6c-4fe0-8641-e9022611eebc,MARYDAE HANNAH MAYARI RAMOS,NO IN OSC
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza SM City Valenzuela,a166ffff-84d8-4d24-8a64-45d91abe8643,MARYDAE HANNAH MAYARI RAMOS,NO IN OSC
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza Robinsons Town Malabon,93e2689b-ae88-4222-b968-705bdd131037,MARYDAE HANNAH MAYARI RAMOS,NO IN OSC
Chizmozza,6c7f5b73-a8fc-4c78-aa1d-3ddd2b3f9728,Chizmozza SM Olongapo Downtown,b03cee53-3654-4200-9a62-32721abf2d59,MARYDAE HANNAH MAYARI RAMOS,NO IN OSC
OMO,d8e6dbbc-5b88-42fc-a5dc-196db983d130,OMO Makati,c6dbd55e-90f9-4475-9fb0-3e47db034493,Omo Diner Resto Bars Corporation,"G/F Cattleya Gardens Condominium,111 C Palanca St., Legaspi Village, Makati, Philippines	Makati City"
Honolulu Cafe,985ae9a5-4559-4f9a-b1bd-c863cfe94593,Honolulu Cafe SM Aura,65196c62-a2e3-41b3-9119-1266ebe706a0,"HCP, Inc.","Lower Ground Floor, SM Aura Premier, 26th Street, Corner Mckinley Pkwy, Taguig City	TAGUIG CITY"
Honolulu Cafe,985ae9a5-4559-4f9a-b1bd-c863cfe94593,Honolulu Cafe Robinsons Place Manila,bc84d190-95d5-4ad3-b308-f28bfc9e11e7,"HCP, Inc.","Level 1, Center Atrium Robinsons Place Manila, Pedro Gill Street, Ermita Manila	MANILA CITY"
Honolulu Cafe,985ae9a5-4559-4f9a-b1bd-c863cfe94593,Honolulu Cafe Greenbelt,44b95401-e232-4cb6-83c3-f242ade82579,"HCP, Inc.","GB5P-1-2-054 2/F GREENBELT 5, AYALA CENTER MAKATI CITY 	MAKATI CITY"
Chick N' Piggy,5a942dcf-abfd-4e75-a003-9e28ed55f718,Chick and Piggy Open Kitchen Sheridan,ce2bc1c4-78e1-49bf-bbc3-72882ef7c026,Annelain Food services,2nd/F Open Kitchen Rockwell Business Center Sheridan	Mandaluyong city
Kape Sur,fddf894f-d0ff-414f-a4ce-6df62616d676,Kape Sur Paseo Center,017d2680-d307-4c95-ae29-62b6fba789f5,CoffeeBros and Co.,Ground floor Pase0 Center	Makati City
Kape Sur,fddf894f-d0ff-414f-a4ce-6df62616d676,Kape Sur San Antonio Place,ee03ddf7-0c10-4466-95b8-4430e9fa9108,CoffeeBros and Co.,Ground floor San Antonio Residences	Makati City
Kape Sur,fddf894f-d0ff-414f-a4ce-6df62616d676,Kape Sur Uptown Mall,c7d2cf73-950e-454b-9f74-d05c1a7af043,CoffeeBros and Co.,4th Floor Uptown Food Hall	BGC TAGUIG
Kape Sur,fddf894f-d0ff-414f-a4ce-6df62616d676,Kape Sur Tektite West,2e7a7a23-7c59-4fb8-a6c8-e9f12774fce9,CoffeeBros and Co.,4th floor Tektite West Tower	Ortigas
Kape Sur,fddf894f-d0ff-414f-a4ce-6df62616d676,Kape Sur Bridgetowne,2c75a3b6-b719-4cf4-98c9-894a80be0aff,CoffeeBros and Co.,Ground floor Terra tower	QC
Kape Sur,fddf894f-d0ff-414f-a4ce-6df62616d676,Kape Sur Cyberscape Beta,fcb7d821-1baf-4a5c-a10e-0b7d272e9a80,CoffeeBros and Co.,NO IN OSC
Kape Sur,fddf894f-d0ff-414f-a4ce-6df62616d676,Kape Sur San Lorenzo Place Mall,a117ab71-8d1d-423c-860c-a415105fc49b,CoffeeBros and Co.,NO IN OSC
Kokofi Collective Cafe,764acfcb-2e85-4770-b8ca-2638a199f558,Kokofi Collective Cafe Margarette Grand,23a62d12-c0d4-4845-85ed-0bfb1fe6e188,Kokofi Collective Cafe,"G/F Margarette Grand, Gen. Araneta St., San Antonio Village	Pasig City"
Oh My Greek,4d7082a9-1fa9-403a-a985-9c62dd24851a,Oh My Greek Tavern Aura,457a9b83-8966-447a-9c1f-31b26a3addcb,"Oh My Greek Food Concepts, Inc.","362-363 Level 3 SM Aura Premiere Bonifacio Global City, Fort Bonifacio 1634"
Oh My Greek,4d7082a9-1fa9-403a-a985-9c62dd24851a,Oh My Greek SM Fairview,e16bd064-dce8-4245-9817-a3b0aca7cc2e,"Oh My Greek Food Concepts, Inc.","AX3 163B - 165 GF SM City Fairview Corner Regalado Hwy, Greater Largo 1100"
Oh My Greek,4d7082a9-1fa9-403a-a985-9c62dd24851a,Oh My Greek Uptown BGC,b1923ba2-a337-4f96-8dbd-7312be7e7145,"Oh My Greek Food Concepts, Inc.",Unit D19-D20 Fourth Floor Uptown Mall 9th Ave. Fort Bonifacio 1634
Oh My Greek,4d7082a9-1fa9-403a-a985-9c62dd24851a,Oh My Greek SM Sta. Rosa,5433b29d-fd49-402e-a617-2a7081780b54,"Oh My Greek Food Concepts, Inc.","EXP 1025A SM City Santa Rosa Old National Hwy, Tagapo 4029"
Oh My Greek,4d7082a9-1fa9-403a-a985-9c62dd24851a,Oh My Greek P6 Greenhills,a4d365e6-239f-4dc0-a4a6-bcd245548d89,"Oh My Greek Food Concepts, Inc.",P6 building Greenhills San Juan City
Oh My Greek,4d7082a9-1fa9-403a-a985-9c62dd24851a,Oh My Greek Grand Central,60bf54f0-6f15-4e75-a420-19c943ff9b46,"Oh My Greek Food Concepts, Inc.",unit 146 sm city grand central rizal avenue grace park
Oh My Greek,4d7082a9-1fa9-403a-a985-9c62dd24851a,Oh My Greek SM San Lazaro,e8e690bd-4db5-4f22-9e05-2097a0b50033,"Oh My Greek Food Concepts, Inc.",UGF U169C-169D SM CITY SAN LAZARO FELIX HUERTAS COR. AH. LACSON ST
Oh My Greek,4d7082a9-1fa9-403a-a985-9c62dd24851a,Oh My Greek Salcedo,b6bda895-d038-4332-ac0b-bac473b1c952,"Oh My Greek Food Concepts, Inc.",129 Frabelle Corporate Bldg Bautista St. Salcedo Village Makati City
Oh My Greek,4d7082a9-1fa9-403a-a985-9c62dd24851a,Oh My Greek BF Homes,03328509-0167-459e-b0f9-63482d715c52,"Oh My Greek Food Concepts, Inc.","#289 AGUIRRE AVE., BF HOMES, PARAÑAQUE CITY, METRO MANILA"
ZIG,de103467-4a81-4001-a687-076e4d46af77,ZIG SM Sta. Rosa,c7fa11d0-3d79-4aaf-b788-5e3e0a4b5712,Zig Food Concepts Inc.,"Level 1 SM City Santa Rosa Old National Hwy, Manila South Road Tagapo 4026"
ZIG,de103467-4a81-4001-a687-076e4d46af77,ZIG Glorietta 4,5ff62e59-1923-4990-a6db-11efda86062f,Zig Food Concepts Inc.,"3/F Glorietta 4, Ayala Center, San Lorenzo 1223"
ZIG,de103467-4a81-4001-a687-076e4d46af77,ZIG Robinson Magnolia,127d32cb-e021-406a-abde-53bc14f4a92a,Zig Food Concepts Inc.,"K1109 Upper Ground Floor, Robinsons Magnolia Kaunlaran"
ZIG,de103467-4a81-4001-a687-076e4d46af77,ZIG Greenhills,f9bc6d20-9eac-44e5-b794-81a9cb405c5b,#N/A,"G/F FB2 O Square Greenhills, Shopping Center Greenhills"
ZIG,de103467-4a81-4001-a687-076e4d46af77,ZIG Grand Central,2cc02e95-161a-4796-bd7c-e8aa7c81d15a,Zig Food Concepts Inc.,"Unit 145 SM City Grand Central, Rizal Ave. Ext. Barangay 88 Zone 8 Grace Park"
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon SM Aura,05ff5989-0ade-4a55-be23-6364238dbd21,#N/A,Level 4 SM Aura Premier 26th Street corner McKinley	Taguig
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon SM Megamall,cefd4726-3ad5-451c-9236-247aefad14cb,#N/A,"LGF SM Megamall EDSA, corner Doña Julia Vargas Ave, Ortigas Center	Mandaluyong"
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon SM North EDSA,3e6d9993-0836-4567-9988-2f8779793d98,#N/A,NO IN OSC
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon SM Seaside Cebu,61c4b65c-4bd3-45ec-90cd-a3b20e2d9e45,#N/A,"Ground Level Manuel A. Roxas Hwy, Clark Freeport, Angeles	Pampanga"
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon The Podium,5f23e9d3-37eb-4be7-85b7-426bf6e022cc,#N/A,
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon SM Fairview,6f81e868-1ac3-4326-b9d7-5ef195df6aee,#N/A,
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon Estancia,5354019f-196d-454f-8ee4-f24a9530d571,#N/A,
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon Festival Mall,4cc29fde-e72b-4445-9cdf-0eaf8041b394,#N/A,
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon Trinoma,a243e562-6fd8-41ea-aae9-88cb08818a22,#N/A,
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon Ayala Malls Manila Bay,daa4aff8-0370-48fe-9df0-b405368a02cc,#N/A,
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon Robinsons Galleria,a39774ef-2b16-4844-9029-3b7bf77bd155,#N/A,
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon Robinsons Magnolia,b4fed0c4-c34f-4303-b77e-0d1c580730b6,#N/A,
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon SM Aura,a50d8c2e-3259-473a-bdea-57494c27922b,Canelle Food Corporation,Level 4 SM Aura Premier 26th Street corner McKinley	Taguig
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon SM Megamall,497cd07a-28f2-4e48-a29c-fe34f7cfa8c5,Canelle Food Corporation,"LGF SM Megamall EDSA, corner Doña Julia Vargas Ave, Ortigas Center	Mandaluyong"
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon SM Seaside Cebu,5e74c420-ca87-43a0-a71c-8875d3abe5c8,Canelle Food Corporation,"Ground Level Manuel A. Roxas Hwy, Clark Freeport, Angeles	Pampanga"
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon Petron SLEX Southbound,ccffb940-a79c-4be8-bd59-b73420b59f7f,Canelle Food Corporation,"Petron, SLEX Southbound, San Pedro	Laguna"
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon Terminal 3,fc7f3a95-707c-470b-a022-bd5d78104cbe,Canelle Food Corporation,"Gate 110 Departure Area Bogy 168 Andrew's Ave., 	Pasay City"
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon Terminal 4,20f106ce-98e2-489e-96e5-924d95dc01e9,Canelle Food Corporation,NAIA Terminal 4 Domestic Airport	Pasay City
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon SM MOA,1cd0fb21-fd8e-4b3c-a9df-64bc796f31eb,Canelle Food Corporation,"Level 2 Main Mall SM Mall of Asia, 123 Seaside Blvd	Pasay City"
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon Festival,b866c608-8b70-48db-ab04-9b66222ad839,Canelle Food Corporation,"UGF Expansion Wing Festival Mall, Alabang	Muntilupa"
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon SM Baguio,ee8758d4-dc4d-4b93-8ada-70ff6f79dd77,IGO WAFU FOOD CORPORATION,"LGF SM Baguio Luneta Hill Dr., 231 Baguio	Baguio"
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon SM CDO,d6339484-0091-40a3-a26c-5b405fe11d88,SYM2PLY DELICOUS FOOD CORPORATION,Ground Level SM CDO Downtown Premier Claro M. Recto Ave	 Cagayan de Oro
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon SM Mindpro,bf82aa27-9e07-4e49-9dfc-39b1022a9fb3,2SWR GROUPS INC,"137 - 138 Upper Ground Floor SM Mindpro Citimall La Purisima St., Zone 111 	Zamboanga City"
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon SM Southmall,1406640d-5a9e-46d4-8852-9a8767f37348,FROSTING ON ROLLS INC,Uppger Ground Level Food Street SM Southmall Alabang Zapote Road Barangay Almanza Uno	Parañaque
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon SM Lanang,3443ce2a-0f92-4bac-b56a-8cd7a6e40072,FROSTED BAKED BUNS CORPORATION,Upper Ground Level SM Lanang Premier J. P. Laurel Avenue Agdao	Davao City Davao Del Sur
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon Alabang Town Center,22f91c15-536b-4995-aa47-2affd8c24eae,SWEET STOP STATION INC,2nd Floor Activity Center Alabang Town Center	Muntinlupa City
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon Glorietta 4,db2034ab-cb5c-4f5a-ab3c-07141291a836,LNF FOOD INC,"2nd Floor Glorietta 4 Ayala Center, Courtyard Dr,	Makati City"
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon Mamplasan,60d61878-628d-440f-bbcf-3234dfa1d5d8,ROADSIDE ROLLS FOOD CORPORATION,Shell SLEX Northbound Biñan 	Laguna
Cinnabon,76672cc3-cba9-42f1-b72d-13e2592eaabf,Cinnabon SM Mindoro,bf82aa27-9e07-4e49-9dfc-39b1022a9fb3,#N/A,
Piz 'n Cone,3b92f1c9-b91d-424a-9984-d1acfc83554d,Piz 'n Cone Sta. Cruz,9c40de7a-8b4b-4a11-9866-20cdea075240,PIZNCONE FOOD AND BEVERAGE KIOSK, Piz N Cone- 2726 Aurora Blvd . Sta Cruz Manila ( Manila Venetian Hotel Reddoorz Blldg. ) 
Piz 'n Cone,3b92f1c9-b91d-424a-9984-d1acfc83554d,Piz 'n Cone Lucky Chinatown Mall,0dfaabe5-1ed4-4fb6-8268-2a0c1c1527bc,PIZNCONE FOOD AND BEVERAGE KIOSK,4Th Floor Food Junction Lucky Chinatown Mall Binondo Manila 
Limjoe,db2306fd-93e4-4ec3-85b0-3ae500286d21,Limjoe Robinsons Place Las Piñas,d7146401-6cee-48f9-a121-37508e386989,LIMJOE LEMONY JUICE STATION,"2nd Floor Food Court Level Robinson's Place, Alabang Zapote Road 	Las Pinas City "
Limjoe,db2306fd-93e4-4ec3-85b0-3ae500286d21,Limjoe SM Southmall,ac357231-44ee-4be6-be02-e7e4523e625a,LIMJOE LEMONY JUICE STATION,"Lower Gound Floor SM Southmall, Alabang Zapote Road 	Las Pinas City "
Limjoe,db2306fd-93e4-4ec3-85b0-3ae500286d21,Limjoe Southwoods Mall,7438bb15-57cd-40e7-b776-bfd01ad040bd,LIMJOE LEMONY JUICE STATION,"3rd Floor Food Hall, Southwoods Mall, Southwoods Avenue, Binan Laguna 	Binan"
Limjoe,db2306fd-93e4-4ec3-85b0-3ae500286d21,Limjoe BF Resort Village,bc31941d-5b58-4292-b4d6-d78d2f68604a,LIMJOE LEMONY JUICE STATION,"Ground Floor, MJSquare Bldg, BF Resort Village 	Las Pinas City "
Limjoe,db2306fd-93e4-4ec3-85b0-3ae500286d21,Limjoe SM Bicutan,3b56a516-59d7-406b-add7-5929f4aa966c,LIMJOE LEMONY JUICE STATION,"2nd Level Food Court, SM Bicutan Bldg B, Dona Solenad Avenue 	Paranaque City "
Limjoe-FR,db2306fd-93e4-4ec3-85b0-3ae500286d21,Limjoe Villar Sipag,1d5a450f-1fd3-46de-992c-f32f990a7fd5,LIMJOE LEMONY JUICE STATION,"Carlos P. Garcia Ave Villar Sipag CMPD, Pulang Lupa 1, Las Piñas, 1742 Metro Manila	Las Pinas City "
Candid Coffee,09e9db31-f8af-4117-82eb-3dd5f8a107fc,Candid Culiat Town Center,4b207be9-667e-43b1-9532-7d9b1baece55,CANDID COFFEE ENTERPRISES OPC,"2nd Flr. Culiat Town Center, Culiat, Brgy. Culiat	QUEZON CITY"
Candid Coffee,09e9db31-f8af-4117-82eb-3dd5f8a107fc,Candid Santol,8dbb6c09-d4e7-4c82-92e0-a932bb418e1c,CANDID COFFEE ENTERPRISES OPC,"2C Casiana, Brgy. Santol, Sta. Mesa	QUEZON CITY"
Candid Coffee,09e9db31-f8af-4117-82eb-3dd5f8a107fc,Candid Air Mall Makati,be1d8ff8-f965-486e-aae2-b2dc6188c0bf,CANDID COFFEE ENTERPRISES OPC,"Air Residences, Malugay Street, Makati City	MAKATI CITY"
Candid Coffee,09e9db31-f8af-4117-82eb-3dd5f8a107fc,Candid V-Mall Greenhills,77e4dc55-59d1-4dfd-b548-b390390cb58f,CANDID COFFEE ENTERPRISES OPC,"V104B, V-MALL, Greenhills, San Juan	SAN JUAN"
Candid Coffee,09e9db31-f8af-4117-82eb-3dd5f8a107fc,Candid Kings City,a43decf7-dec7-4d09-be93-4965b3b1819d,CANDID COFFEE ENTERPRISES OPC,"Kings City, Ground Level, RCS Building, Doña Soledad Ave, Better Living, Parañaque	PARAÑAQUE CITY"
Candid Coffee,09e9db31-f8af-4117-82eb-3dd5f8a107fc,Candid Events/Sidcor,2dea37da-5813-478d-a123-a4667dbbba4e,CANDID COFFEE ENTERPRISES OPC,"2d Casiana St. Santol, Quezon City	QUEZON CITY"
Candid Coffee,09e9db31-f8af-4117-82eb-3dd5f8a107fc,Candid Warehouse,ba3c77db-4f7d-496b-bc44-9f3dad31aea7,CANDID COFFEE ENTERPRISES OPC,"2d Casiana St. Santol, Quezon City	QUEZON CITY"
Candid Coffee,09e9db31-f8af-4117-82eb-3dd5f8a107fc,Candid Shangrila,5ffdf244-d8ec-47fe-b140-3ba51d6bd9b1,CANDID COFFEE ENTERPRISES OPC,"Unit k-114 LV1 Main Wing, Shangri-La plaza shopping mall complex, EDSA Shaw blvd., Wack-wack Greenhills, Mnadaluyong	MANDALUYONG"
Candid Coffee,09e9db31-f8af-4117-82eb-3dd5f8a107fc,Candid BGC,d0299486-a34b-4d10-9865-3ee3d6ba296f,CANDID COFFEE ENTERPRISES OPC,"Avida Towers Turf 9th ave. cor. lane S Bonifacio Global City, Fort Bonifacio, 1634, Taguig City	TAGUIG"
Liang Crispy Roll,8d276742-889b-4cd3-8b8c-c1365cc2496e,Liang Crispy Roll Uptown BGC,724481a6-89b5-4e93-9572-0f5ad4039ea2,Modern Tradition Restaurant Group Corporation,"LG/F, Uptown Mall Unit RG1-2, 36th St, Taguig, Metro Manila, Philippines	Taguig"
Liang Crispy Roll,8d276742-889b-4cd3-8b8c-c1365cc2496e,Liang Crispy Roll SM North EDSA,b1f827d9-1bef-453b-a292-7ae3a399a798,Modern Tradition Restaurant Group Corporation,"Ground Floor, The Block, SM North Edsa, North Avenue Corner Edsa, Quezon City, Metro Manila, 1105	Quezon City"
Liang Crispy Roll,8d276742-889b-4cd3-8b8c-c1365cc2496e,Liang Crispy Roll SM City Fairview,5e5077a8-e1f3-4dbf-a608-7c1505c9b0be,Modern Tradition Restaurant Group Corporation,"SM Fairview, Quirino Highway Corner Regalado Street, Fairview, Quezon City, 1110 Metro Manila, Philippines  Quezon City"
Liang Crispy Roll,8d276742-889b-4cd3-8b8c-c1365cc2496e,Liang Crispy Roll SM City San Lazaro,3d4b1f16-c5e5-474c-af35-53fd5e32468c,Modern Tradition Restaurant Group Corporation,"LG/F, SM City San Lazaro, Felix Huertas, cor Lacson Ave, Santa Cruz, Manila"
Liang Crispy Roll,8d276742-889b-4cd3-8b8c-c1365cc2496e,Liang Crispy Roll Lucky Chinatown Mall,89af9c6d-5055-4bb6-92b9-ab0182c1f41d,Modern Tradition Restaurant Group Corporation,"Ground Floor, 18A UNIT   LUCKY CHINATOWN MALL, REINA REGENTE ST BGY 293 BINONDO MANILA CITY METRO MANILA 1006"
Liang Crispy Roll,8d276742-889b-4cd3-8b8c-c1365cc2496e,Liang Crispy Roll Banawe,0b869079-fbc1-431a-91d3-96f91be1987b,Modern Tradition Restaurant Group Corporation,780 Banawe St. Quezon City
New York Fries and Dips,9faa8728-1ea5-4b69-b129-3d587aebd46f,New York Fries and Dip Uptown BGC,6d35e2cc-f9d2-469f-b8d5-8a3eeefab9ac,Modern Tradition Restaurant Group Corp,"LG/F, Uptown Mall Unit RG1-2, 36th St, Taguig, Metro Manila, Philippines	Taguig"
New York Fries and Dips,9faa8728-1ea5-4b69-b129-3d587aebd46f,New York Fries and Dip SM City Fairview,df5db284-3d17-49ab-b8b7-4795708a0404,Modern Tradition Restaurant Group Corp,"SM Fairview, Quirino Highway Corner Regalado Street, Fairview, Quezon City, 1110 Metro Manila, Philippines  Quezon City"
New York Fries and Dips,9faa8728-1ea5-4b69-b129-3d587aebd46f,New York Fries and Dip SM Megamall,c51e0eb3-372b-4f66-acfc-3654a03c2c46,Modern Tradition Restaurant Group Corp,"Mega A Food Court, Lower Ground Level, SM Megamall"
New York Fries and Dips,9faa8728-1ea5-4b69-b129-3d587aebd46f,New York Fries and Dip Shangri-La,dfd4dd2c-67af-40ab-b5c6-8ce9153ab814,Modern Tradition Restaurant Group Corp,"Level 6, Main Wing, near the Cinema, Shangri-La Plaza"
New York Fries and Dips,9faa8728-1ea5-4b69-b129-3d587aebd46f,New York Fries and Dip SM City Tuguegarao,c68ee06e-6899-42ad-8779-529f26aa8b50,Modern Tradition Restaurant Group Corp,"GF, SM City Tuguegarao, Luna Street, Tuguegarao City, Cagayan"
New York Fries and Dips,9faa8728-1ea5-4b69-b129-3d587aebd46f,New York Fries and Dip SM City Seaside Cebu,2d7c154d-dd3b-4556-b389-24579d449355,Modern Tradition Restaurant Group Corp,"UG level SM Seaside City, Cube Wing, SM City Cebu"
New York Fries and Dips,9faa8728-1ea5-4b69-b129-3d587aebd46f,New York Fries and Dip Banawe,0c71858f-9eb0-4875-b7fc-b07990aebb79,Modern Tradition Restaurant Group Corp,780 Banawe St. Quezon City
Oniisan Tempura,d0123c79-60ca-4a1c-bfe1-3eaacdfa850f,Oniisan Tempura SM Bicutan,d4573912-0f89-4d8f-9392-0dd08ca72bc6,ONIISAN TEMPURA FOOD CART,NO IN OSC
Sugarhouse,2a1e1f59-f8b6-4e94-9e23-eaae081a70e2,Sugarhouse Santolan Town Plaza,7ce1a765-4e00-46c7-83e2-5409480bd556,Golden Spatula Corporation,"Marketplace, GF Santolan Town Plaza	San Juan"
Sugarhouse,2a1e1f59-f8b6-4e94-9e23-eaae081a70e2,Sugarhouse Davila,6be1170e-fb7c-482e-9b49-89406f0a2683,Golden Spatula Corporation,"3655 Davila St., La Paz, Makati	Makati"
Olivia's,5a45d3bf-9a1c-4e8f-87c2-568e83a462b3,Olivia's Quezon City,208d60cd-6149-4d91-a468-7afec8c33b41,RSJ FOOD GROUP CORP.,"124 SCT. LOZANO ST., BRGY. SACRED HEART	KAMUNING, QUEZON CITY"
Aero Pizza Centrale,3e2b9a3c-a8ae-4f9d-97c0-e7f4b96708c1,Aero Pizza Centrale NAIA T3,9a165d6c-bf50-45e4-8e94-071a6c70f4d6,Metro Kitchen Innovations Inc.,"Stall 3B 4th level, Naia T3"
Cafe Dominique,3daaf235-6551-4c0e-b16e-8153a05fd386,Cafe Dominique Examiner,fa8622dd-d8e6-4d57-afad-685ec4135111,TSQ8 Food Services,"42 Examiner street, West Triangle QC"
Samurai,db1f52a4-2153-4d37-9948-0c496a2c6eb0,Samurai NAIA T3,65d1ac05-66c5-448a-ad00-22c2fad111a8,MDHPLUS ENTERPRISE," 17C NAIA T3 Bldg VAB St, Barangay 183, Pasay City"
